"종목명","종가","대비","등락률","종목코드","EPS","PER","선행.EPS","선행.PER","BPS","PBR","주당배당금","배당수익률","시장구분","업종명","시가총액"
"라온시큐어",11700,320,2.81,"042510",370,31.62,873,13.4,4657,2.51,0,0,NA,NA,NA
"라온테크",7100,-80,-1.11,"232680",430,16.51,NA,NA,2713,2.62,50,0.7,NA,NA,NA
"라온텍",4950,230,4.87,"418420",NA,NA,NA,NA,537,9.22,0,0,NA,NA,NA
"라온피플",3875,60,1.57,"300120",NA,NA,NA,NA,1458,2.66,0,0,NA,NA,NA
"라이온켐텍",2275,-5,-0.22,"171120",250,9.1,NA,NA,3728,0.61,100,4.4,NA,NA,NA
"라이콤",2410,-45,-1.83,"388790",NA,NA,NA,NA,699,3.45,0,0,NA,NA,NA
"라파스",15230,0,0,"214260",NA,NA,NA,NA,3492,4.36,0,0,NA,NA,NA
"램테크놀러지",4355,40,0.93,"171010",NA,NA,NA,NA,3357,1.3,0,0,NA,NA,NA
"랩지노믹스",2270,-10,-0.44,"084650",NA,NA,NA,NA,2914,0.78,0,0,NA,NA,NA
"러셀",1718,-31,-1.77,"217500",156,11.01,NA,NA,1994,0.86,30,1.75,NA,NA,NA
"레드캡투어",11750,-40,-0.34,"038390",1211,9.7,NA,NA,12899,0.91,2300,19.57,NA,NA,NA
"레몬",4165,5,0.12,"294140",NA,NA,NA,NA,584,7.13,0,0,NA,NA,NA
"레뷰코퍼레이션",12350,250,2.07,"443250",593,20.83,1121,11.02,4166,2.96,0,0,NA,NA,NA
"레이",7510,-70,-0.92,"228670",NA,NA,460,16.31,4707,1.6,0,0,NA,NA,NA
"레이언스",6810,250,3.81,"228850",498,13.67,651,10.45,15531,0.44,100,1.47,NA,NA,NA
"레이저쎌",3285,80,2.5,"412350",NA,NA,NA,NA,3268,1.01,0,0,NA,NA,NA
"레이저옵텍",7040,-10,-0.14,"199550",NA,NA,NA,NA,2609,2.7,0,0,NA,NA,NA
"레이크머티리얼즈",12330,-270,-2.14,"281740",317,38.9,NA,NA,1982,6.22,50,0.41,NA,NA,NA
"레인보우로보틱스",267000,1000,0.38,"277810",110,2427.27,290,919.48,6843,39.02,0,0,NA,NA,NA
"로보로보",4835,15,0.31,"215100",NA,NA,NA,NA,1530,3.16,0,0,NA,NA,NA
"로보스타",27100,-100,-0.37,"090360",227,119.38,NA,NA,9435,2.87,0,0,NA,NA,NA
"로보티즈",79900,100,0.13,"108490",NA,NA,288,277.09,7362,10.85,0,0,NA,NA,NA
"로지시스",3295,100,3.13,"067730",249,13.23,NA,NA,1936,1.7,120,3.64,NA,NA,NA
"로체시스템즈",12190,-190,-1.53,"071280",812,15.01,NA,NA,8196,1.49,50,0.41,NA,NA,NA
"로킷헬스케어",15830,-250,-1.55,"376900",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"루닛",47450,-500,-1.04,"328130",NA,NA,NA,NA,5696,8.33,0,0,NA,NA,NA
"루멘스",868,-1,-0.12,"038060",185,4.69,NA,NA,2317,0.37,0,0,NA,NA,NA
"루미르",7290,50,0.69,"474170",NA,NA,307,23.75,3440,2.12,0,0,NA,NA,NA
"리가켐바이오",141500,-3500,-2.41,"141080",227,623.35,2054,68.87,16978,8.33,0,0,NA,NA,NA
"리노공업",45850,-150,-0.33,"058470",1494,30.69,1902,24.11,8213,5.58,601,1.31,NA,NA,NA
"리더스코스메틱",2635,55,2.13,"016100",NA,NA,NA,NA,2036,1.29,0,0,NA,NA,NA
"리드코프",4735,15,0.32,"012700",377,12.56,NA,NA,16386,0.29,100,2.11,NA,NA,NA
"리메드",3420,20,0.59,"302550",234,14.62,NA,NA,1314,2.6,0,0,NA,NA,NA
"리튬포어스",1396,17,1.23,"073570",NA,NA,NA,NA,1468,0.95,0,0,NA,NA,NA
"리파인",17990,-460,-2.49,"377450",1342,13.41,NA,NA,11424,1.57,0,0,NA,NA,NA
"린드먼아시아",4980,-110,-2.16,"277070",265,18.79,NA,NA,4674,1.07,79,1.59,NA,NA,NA
"링네트",4455,15,0.34,"042500",869,5.13,NA,NA,6703,0.66,240,5.39,NA,NA,NA
"링크드",529,-2,-0.38,"193250",NA,NA,NA,NA,970,0.55,0,0,NA,NA,NA
"링크솔루션",22900,550,2.46,"474650",NA,NA,NA,NA,4774,4.8,0,0,NA,NA,NA
"링크제니시스",5040,-20,-0.4,"219420",NA,NA,NA,NA,3829,1.32,0,0,NA,NA,NA
"마녀공장",17970,80,0.45,"439090",999,17.99,NA,NA,6948,2.59,0,0,NA,NA,NA
"마니커에프앤지",2905,10,0.35,"195500",188,15.45,NA,NA,4843,0.6,0,0,NA,NA,NA
"마음AI",19650,150,0.77,"377480",NA,NA,NA,NA,2133,9.21,0,0,NA,NA,NA
"마이크로디지탈",11520,300,2.67,"305090",28,411.43,489,23.58,1703,6.76,0,0,NA,NA,NA
"마이크로컨텍솔",21000,-1050,-4.76,"098120",1285,16.34,NA,NA,7823,2.68,80,0.38,NA,NA,NA
"마이크로투나노",7960,-40,-0.5,"424980",NA,NA,NA,NA,5115,1.56,0,0,NA,NA,NA
"마크로젠",15630,-60,-0.38,"038290",NA,NA,538,29.05,14834,1.05,300,1.92,NA,NA,NA
"매일유업",37600,150,0.4,"267980",6304,5.96,5593,6.72,79607,0.47,1250,3.32,NA,NA,NA
"매일홀딩스",10620,150,1.43,"005990",1947,5.45,NA,NA,32393,0.33,250,2.35,NA,NA,NA
"매커스",20750,150,0.73,"093520",1983,10.46,1602,12.95,11883,1.75,200,0.96,NA,NA,NA
"머큐리",3325,-10,-0.3,"100590",NA,NA,NA,NA,6171,0.54,0,0,NA,NA,NA
"멀티캠퍼스",33950,-800,-2.3,"067280",5242,6.48,NA,NA,36488,0.93,2100,6.19,NA,NA,NA
"메가스터디",11110,-40,-0.36,"072870",1412,7.87,NA,NA,27841,0.4,800,7.2,NA,NA,NA
"메가스터디교육",49750,-100,-0.2,"215200",4199,11.85,9500,5.24,41718,1.19,1500,3.02,NA,NA,NA
"메가엠디",2060,-5,-0.24,"133750",171,12.05,NA,NA,2980,0.69,60,2.91,NA,NA,NA
"메가터치",4230,-70,-1.63,"446540",243,17.41,NA,NA,2657,1.59,0,0,NA,NA,NA
"메드팩토",4320,-130,-2.92,"235980",NA,NA,NA,NA,1685,2.56,0,0,NA,NA,NA
"메디아나",5990,-40,-0.66,"041920",336,17.83,NA,NA,6922,0.87,0,0,NA,NA,NA
"메디앙스",2120,5,0.24,"014100",NA,NA,NA,NA,6521,0.33,0,0,NA,NA,NA
"메디콕스",153,0,0,"054180",NA,NA,NA,NA,761,0.2,0,0,NA,NA,NA
"메디톡스",151000,-900,-0.59,"086900",2377,63.53,6163,24.5,65700,2.3,1100,0.73,NA,NA,NA
"메디포스트",11060,-90,-0.81,"078160",NA,NA,NA,NA,6642,1.67,0,0,NA,NA,NA
"메쎄이상",2620,70,2.75,"408920",315,8.32,NA,NA,1623,1.61,100,3.82,NA,NA,NA
"메이슨캐피탈",345,0,0,"021880",30,11.5,NA,NA,397,0.87,0,0,NA,NA,NA
"메지온",39550,-850,-2.1,"140410",NA,NA,NA,NA,1537,25.73,0,0,NA,NA,NA
"메카로",12670,-510,-3.87,"241770",560,22.63,NA,NA,19466,0.65,150,1.18,NA,NA,NA
"메타바이오메드",5800,90,1.58,"059210",977,5.94,NA,NA,4088,1.42,30,0.52,NA,NA,NA
"멕아이씨에스",2115,-85,-3.86,"058110",NA,NA,NA,NA,2528,0.84,0,0,NA,NA,NA
"모니터랩",4085,-60,-1.45,"434480",177,23.08,NA,NA,3033,1.35,0,0,NA,NA,NA
"모다이노칩",2350,0,0,"080420",154,15.26,NA,NA,4541,0.52,0,0,NA,NA,NA
"모델솔루션",11020,20,0.18,"417970",827,13.33,NA,NA,10444,1.06,210,1.91,NA,NA,NA
"모두투어",11600,-290,-2.44,"080160",622,18.65,1115,10.4,4112,2.82,250,2.16,NA,NA,NA
"모바일어플라이언스",1979,-21,-1.05,"087260",43,46.02,NA,NA,1506,1.31,0,0,NA,NA,NA
"모베이스",3430,0,0,"101330",1206,2.84,NA,NA,14820,0.23,0,0,NA,NA,NA
"모베이스전자",1457,-14,-0.95,"012860",218,6.68,NA,NA,3038,0.48,0,0,NA,NA,NA
"모비데이즈",1758,44,2.57,"363260",NA,NA,NA,NA,1162,1.51,0,0,NA,NA,NA
"모비릭스",4140,-40,-0.96,"348030",NA,NA,NA,NA,6075,0.68,0,0,NA,NA,NA
"모비스",2525,5,0.2,"250060",288,8.77,NA,NA,1095,2.31,0,0,NA,NA,NA
"모아데이타",1264,12,0.96,"288980",NA,NA,NA,NA,1069,1.18,0,0,NA,NA,NA
"모아라이프플러스",1764,-16,-0.9,"142760",NA,NA,NA,NA,989,1.78,0,0,NA,NA,NA
"모아텍",3635,-30,-0.82,"033200",6,605.83,NA,NA,7704,0.47,0,0,NA,NA,NA
"모코엠시스",1440,0,0,"333050",101,14.26,NA,NA,922,1.56,16,1.11,NA,NA,NA
"모트렉스",9180,-130,-1.4,"118990",731,12.56,NA,NA,9407,0.98,162,1.76,NA,NA,NA
"모티브링크",10720,320,3.08,"463480",189,56.72,NA,NA,2125,5.04,0,0,NA,NA,NA
"모헨즈",3145,-50,-1.56,"006920",53,59.34,NA,NA,3094,1.02,0,0,NA,NA,NA
"무림SP",1620,-42,-2.53,"001810",149,10.87,NA,NA,9075,0.18,10,0.62,NA,NA,NA
"미디어젠",12830,260,2.07,"279600",NA,NA,NA,NA,3847,3.34,0,0,NA,NA,NA
"미래나노텍",10860,60,0.56,"095500",782,13.89,NA,NA,9853,1.1,50,0.46,NA,NA,NA
"미래반도체",18030,-90,-0.5,"254490",419,43.03,NA,NA,5948,3.03,0,0,NA,NA,NA
"미래생명자원",3705,30,0.82,"218150",NA,NA,NA,NA,2236,1.66,0,0,NA,NA,NA
"미래에셋드림스팩1호",10350,0,0,"442900",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"미래에셋벤처투자",6620,20,0.3,"100790",161,41.12,NA,NA,6625,1,85,1.28,NA,NA,NA
"미래에셋비전스팩2호",2850,-50,-1.72,"446190",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"미래에셋비전스팩3호",2155,0,0,"448830",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"미래에셋비전스팩4호",2045,10,0.49,"477380",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"미래에셋비전스팩5호",2090,5,0.24,"477470",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"미래에셋비전스팩6호",2020,-15,-0.74,"478440",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"미래에셋비전스팩7호",2005,-5,-0.25,"482680",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"미래컴퍼니",15780,-180,-1.13,"049950",NA,NA,NA,NA,15898,0.99,0,0,NA,NA,NA
"미스터블루",1580,30,1.94,"207760",NA,NA,NA,NA,712,2.22,0,0,NA,NA,NA
"미코",13980,-140,-0.99,"059090",575,24.31,NA,NA,3220,4.34,0,0,NA,NA,NA
"미투온",6130,1410,29.87,"201490",18,340.56,NA,NA,4828,1.27,0,0,NA,NA,NA
"미트박스",17240,1240,7.75,"475460",404,42.67,NA,NA,3716,4.64,0,0,NA,NA,NA
"민테크",3795,20,0.53,"452200",NA,NA,NA,NA,1263,3,0,0,NA,NA,NA
"바디텍메드",14130,60,0.43,"206640",1242,11.38,NA,NA,9653,1.46,150,1.06,NA,NA,NA
"바른손",1227,0,0,"018700",NA,NA,NA,NA,846,1.45,0,0,NA,NA,NA
"바른손이앤에이",493,2,0.41,"035620",NA,NA,NA,NA,913,0.54,0,0,NA,NA,NA
"바이넥스",17460,-770,-4.22,"053030",NA,NA,765,22.83,5695,3.07,0,0,NA,NA,NA
"바이브컴퍼니",4950,50,1.02,"301300",NA,NA,NA,NA,4777,1.04,0,0,NA,NA,NA
"바이오니아",15550,-450,-2.81,"064550",NA,NA,NA,NA,8288,1.88,0,0,NA,NA,NA
"바이오다인",15190,90,0.6,"314930",NA,NA,NA,NA,1466,10.36,0,0,NA,NA,NA
"바이오비쥬",20700,100,0.49,"489460",630,32.86,NA,NA,2589,8,0,0,NA,NA,NA
"바이오솔루션",8340,-220,-2.57,"086820",NA,NA,NA,NA,1312,6.36,0,0,NA,NA,NA
"바이오스마트",3115,10,0.32,"038460",6,519.17,NA,NA,5123,0.61,0,0,NA,NA,NA
"바이오에프디엔씨",18840,250,1.34,"251120",528,35.68,825,22.83,7402,2.55,0,0,NA,NA,NA
"바이오인프라",5540,100,1.84,"199730",NA,NA,NA,NA,5667,0.98,400,7.22,NA,NA,NA
"바이오톡스텍",3020,15,0.5,"086040",NA,NA,NA,NA,2550,1.18,0,0,NA,NA,NA
"바이오포트",15870,350,2.26,"188040",NA,NA,1661,9.55,NA,NA,0,0,NA,NA,NA
"바이오플러스",7660,-20,-0.26,"099430",249,30.76,NA,NA,2289,3.35,50,0.65,NA,NA,NA
"바이온",302,0,0,"032980",NA,NA,NA,NA,450,0.67,0,0,NA,NA,NA
"바이젠셀",3685,20,0.55,"308080",NA,NA,NA,NA,3012,1.22,0,0,NA,NA,NA
"바텍",24150,850,3.65,"043150",3712,6.51,3833,6.3,30524,0.79,100,0.41,NA,NA,NA
"박셀바이오",9880,-40,-0.4,"323990",NA,NA,NA,NA,3143,3.14,0,0,NA,NA,NA
"배럴",4285,-105,-2.39,"267790",633,6.77,NA,NA,4788,0.89,50,1.17,NA,NA,NA
"백금T&A",2930,-10,-0.34,"046310",817,3.59,NA,NA,4436,0.66,100,3.41,NA,NA,NA
"밸로프",602,-11,-1.79,"331520",34,17.71,NA,NA,621,0.97,0,0,NA,NA,NA
"뱅크웨어글로벌",8330,630,8.18,"199480",NA,NA,NA,NA,1872,4.45,0,0,NA,NA,NA
"버넥트",4285,-20,-0.46,"438700",NA,NA,NA,NA,2927,1.46,0,0,NA,NA,NA
"버킷스튜디오",1153,0,0,"066410",NA,NA,NA,NA,1740,0.66,0,0,NA,NA,NA
"범한퓨얼셀",17790,110,0.62,"382900",97,183.4,NA,NA,19116,0.93,0,0,NA,NA,NA
"베노티앤알",2180,-145,-6.24,"206400",NA,NA,NA,NA,2538,0.86,0,0,NA,NA,NA
"베뉴지",2305,0,0,"019010",NA,NA,NA,NA,7453,0.31,50,2.17,NA,NA,NA
"베셀",999,-3,-0.3,"177350",NA,NA,NA,NA,1208,0.83,0,0,NA,NA,NA
"벡트",3110,-75,-2.35,"457600",NA,NA,NA,NA,1656,1.88,0,0,NA,NA,NA
"벨로크",901,-5,-0.55,"424760",NA,NA,NA,NA,1273,0.71,0,0,NA,NA,NA
"보라티알",9810,-70,-0.71,"250000",1449,6.77,NA,NA,14224,0.69,250,2.55,NA,NA,NA
"보로노이",137300,-1700,-1.22,"310210",NA,NA,NA,NA,3696,37.15,0,0,NA,NA,NA
"보성파워텍",3145,-5,-0.16,"006910",122,25.78,NA,NA,1845,1.7,0,0,NA,NA,NA
"본느",906,-13,-1.41,"226340",NA,NA,NA,NA,1161,0.78,0,0,NA,NA,NA
"부방",1577,-23,-1.44,"014470",215,7.33,NA,NA,3145,0.5,0,0,NA,NA,NA
"부스타",3995,10,0.25,"008470",209,19.11,NA,NA,9729,0.41,50,1.25,NA,NA,NA
"뷰노",18470,0,0,"338220",NA,NA,265,69.81,2199,8.4,0,0,NA,NA,NA
"뷰웍스",21050,-150,-0.71,"100120",2319,9.08,2894,7.27,25807,0.82,600,2.85,NA,NA,NA
"뷰티스킨",12380,-220,-1.75,"406820",NA,NA,NA,NA,9649,1.28,0,0,NA,NA,NA
"브레인즈컴퍼니",6080,230,3.93,"099390",605,10.05,NA,NA,6433,0.95,60,0.99,NA,NA,NA
"브리지텍",5230,60,1.16,"064480",NA,NA,NA,NA,4040,1.29,100,1.91,NA,NA,NA
"브릿지바이오테라퓨틱스",2475,250,11.24,"288330",NA,NA,NA,NA,509,4.86,0,0,NA,NA,NA
"브이씨",3400,-40,-1.16,"365900",NA,NA,NA,NA,4655,0.73,0,0,NA,NA,NA
"브이엠",10890,320,3.03,"089970",NA,NA,1048,10.39,5270,2.07,0,0,NA,NA,NA
"브이원텍",5070,95,1.91,"251630",NA,NA,NA,NA,7515,0.67,100,1.97,NA,NA,NA
"브이티",35600,-250,-0.7,"018290",2761,12.89,2964,12.01,6552,5.43,0,0,NA,NA,NA
"블랙야크아이앤씨",3345,40,1.21,"478560",355,9.42,NA,NA,1080,3.1,320,9.57,NA,NA,NA
"블루엠텍",5220,-40,-0.76,"439580",NA,NA,NA,NA,1407,3.71,0,0,NA,NA,NA
"블루콤",2945,-35,-1.17,"033560",139,21.19,NA,NA,9373,0.31,0,0,NA,NA,NA
"블리츠웨이엔터테인먼트",1415,-12,-0.84,"369370",NA,NA,NA,NA,628,2.25,0,0,NA,NA,NA
"비나텍",29450,1100,3.88,"126340",NA,NA,NA,NA,13627,2.16,0,0,NA,NA,NA
"비덴트",3320,0,0,"121800",872,3.81,NA,NA,8263,0.4,0,0,NA,NA,NA
"비보존 제약",6880,-50,-0.72,"082800",NA,NA,NA,NA,2155,3.19,0,0,NA,NA,NA
"비비씨",9480,-320,-3.27,"318410",678,13.98,NA,NA,13836,0.69,400,4.22,NA,NA,NA
"비스토스",1431,4,0.28,"419540",37,38.68,NA,NA,848,1.69,0,0,NA,NA,NA
"비씨엔씨",9220,-50,-0.54,"146320",NA,NA,NA,NA,5744,1.61,0,0,NA,NA,NA
"비씨월드제약",4500,20,0.45,"200780",NA,NA,NA,NA,8302,0.54,100,2.22,NA,NA,NA
"비아이매트릭스",16240,130,0.81,"413640",511,31.78,1214,13.38,4254,3.82,0,0,NA,NA,NA
"비아트론",8850,10,0.11,"141000",1235,7.17,NA,NA,16310,0.54,100,1.13,NA,NA,NA
"비에이치아이",40500,0,0,"083650",633,63.98,1485,27.28,3761,10.77,0,0,NA,NA,NA
"비엔케이제1호스팩",2135,0,0,"445360",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"비엔케이제2호스팩",2015,5,0.25,"473370",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"비엘팜텍",848,-37,-4.18,"065170",NA,NA,NA,NA,909,0.93,0,0,NA,NA,NA
"비엠티",9890,-40,-0.4,"086670",451,21.93,NA,NA,13474,0.73,250,2.53,NA,NA,NA
"비올",12500,0,0,"335890",559,22.36,703,17.78,1538,8.13,20,0.16,NA,NA,NA
"비유테크놀러지",229,0,0,"230980",NA,NA,NA,NA,70,3.27,0,0,NA,NA,NA
"비츠로셀",31000,950,3.16,"082920",2300,13.48,2633,11.77,12597,2.46,460,1.48,NA,NA,NA
"비츠로시스",357,-5,-1.38,"054220",NA,NA,NA,NA,293,1.22,0,0,NA,NA,NA
"비츠로테크",8620,-80,-0.92,"042370",317,27.19,NA,NA,8938,0.96,50,0.58,NA,NA,NA
"비케이홀딩스",1034,-7,-0.67,"050090",NA,NA,NA,NA,764,1.35,0,0,NA,NA,NA
"비큐AI",2285,110,5.06,"148780",NA,NA,NA,NA,376,6.08,0,0,NA,NA,NA
"비투엔",1770,-23,-1.28,"307870",NA,NA,NA,NA,671,2.64,0,0,NA,NA,NA
"비트맥스",4430,30,0.68,"377030",NA,NA,NA,NA,471,9.41,0,0,NA,NA,NA
"비트컴퓨터",5180,-30,-0.58,"032850",479,10.81,NA,NA,4415,1.17,63,1.22,NA,NA,NA
"비피도",3530,-10,-0.28,"238200",NA,NA,NA,NA,5707,0.62,0,0,NA,NA,NA
"빅솔론",6290,30,0.48,"093190",863,7.29,NA,NA,12326,0.51,200,3.18,NA,NA,NA
"빅텍",4100,-20,-0.49,"065450",133,30.83,NA,NA,2033,2.02,30,0.73,NA,NA,NA
"빌리언스",318,0,0,"044480",NA,NA,NA,NA,543,0.59,0,0,NA,NA,NA
"빛과전자",1220,-51,-4.01,"069540",NA,NA,NA,NA,1358,0.9,0,0,NA,NA,NA
"빛샘전자",5160,50,0.98,"072950",630,8.19,NA,NA,9354,0.55,70,1.36,NA,NA,NA
"삐아",11630,-30,-0.26,"451250",66,176.21,NA,NA,4282,2.72,150,1.29,NA,NA,NA
"사람인",14370,140,0.98,"143240",1162,12.37,NA,NA,16789,0.86,500,3.48,NA,NA,NA
"사이냅소프트",14750,110,0.75,"466410",1523,9.68,NA,NA,13262,1.11,0,0,NA,NA,NA
"사피엔반도체",29650,200,0.68,"452430",NA,NA,NA,NA,2032,14.59,0,0,NA,NA,NA
"산돌",17100,1680,10.89,"419120",710,24.08,NA,NA,7747,2.21,180,1.05,NA,NA,NA
"삼기",1364,-26,-1.87,"122350",NA,NA,NA,NA,2822,0.48,0,0,NA,NA,NA
"삼기에너지솔루션즈",1795,-14,-0.77,"419050",NA,NA,NA,NA,1291,1.39,0,0,NA,NA,NA
"삼륭물산",9090,-100,-1.09,"014970",NA,NA,NA,NA,3515,2.59,75,0.83,NA,NA,NA
"삼목에스폼",20700,-100,-0.48,"018310",5148,4.02,NA,NA,44614,0.46,200,0.97,NA,NA,NA
"삼보모터스",4385,-10,-0.23,"053700",1973,2.22,NA,NA,17160,0.26,50,1.14,NA,NA,NA
"삼보산업",1402,-21,-1.48,"009620",NA,NA,NA,NA,240,5.84,0,0,NA,NA,NA
"삼보판지",10040,-210,-2.05,"023600",2065,4.86,NA,NA,36549,0.27,250,2.49,NA,NA,NA
"삼성스팩8호",10450,0,0,"448740",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"삼아제약",18420,-200,-1.07,"009300",3618,5.09,NA,NA,36042,0.51,800,4.34,NA,NA,NA
"삼양엔씨켐",17190,100,0.59,"482630",925,18.58,NA,NA,8624,1.99,0,0,NA,NA,NA
"삼양케이씨아이",7140,-70,-0.97,"036670",1367,5.22,NA,NA,11012,0.65,250,3.5,NA,NA,NA
"삼영에스앤씨",4250,-10,-0.23,"361670",NA,NA,NA,NA,3591,1.18,0,0,NA,NA,NA
"삼영엠텍",5210,70,1.36,"054540",492,10.59,NA,NA,6000,0.87,150,2.88,NA,NA,NA
"삼영이엔씨",764,0,0,"065570",NA,NA,NA,NA,1032,0.74,0,0,NA,NA,NA
"삼일",1489,-1,-0.07,"032280",80,18.61,NA,NA,4087,0.36,0,0,NA,NA,NA
"삼일기업공사",3675,-65,-1.74,"002290",471,7.8,NA,NA,5558,0.66,200,5.44,NA,NA,NA
"삼지전자",11540,-230,-1.95,"037460",4009,2.88,NA,NA,26837,0.43,450,3.9,NA,NA,NA
"삼진",4635,-5,-0.11,"032750",1002,4.63,NA,NA,11813,0.39,80,1.73,NA,NA,NA
"삼진엘앤디",851,31,3.78,"054090",NA,NA,NA,NA,1858,0.46,0,0,NA,NA,NA
"삼천당제약",230000,4500,2,"000250",NA,NA,NA,NA,11442,20.1,200,0.09,NA,NA,NA
"삼천리자전거",4305,-10,-0.23,"024950",NA,NA,NA,NA,7646,0.56,0,0,NA,NA,NA
"삼표시멘트",3235,-15,-0.46,"038500",616,5.25,NA,NA,7043,0.46,110,3.4,NA,NA,NA
"삼현",12320,30,0.24,"437730",274,44.96,NA,NA,3627,3.4,50,0.41,NA,NA,NA
"삼현철강",4695,20,0.43,"017480",357,13.15,NA,NA,12640,0.37,300,6.39,NA,NA,NA
"삼화네트웍스",1263,-17,-1.33,"046390",47,26.87,NA,NA,1476,0.86,0,0,NA,NA,NA
"상보",1020,29,2.93,"027580",NA,NA,NA,NA,905,1.13,0,0,NA,NA,NA
"상상인",1980,-25,-1.25,"038540",NA,NA,NA,NA,8614,0.23,0,0,NA,NA,NA
"상상인제4호스팩",2035,5,0.25,"452670",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"상신이디피",8080,-140,-1.7,"091580",48,168.33,NA,NA,11570,0.7,100,1.24,NA,NA,NA
"상신전자",3095,75,2.48,"263810",169,18.31,NA,NA,3278,0.94,0,0,NA,NA,NA
"상아프론테크",17550,-250,-1.4,"089980",395,44.43,NA,NA,12894,1.36,200,1.14,NA,NA,NA
"상지건설",12530,-210,-1.65,"042940",NA,NA,NA,NA,22095,0.57,0,0,NA,NA,NA
"새로닉스",9150,-70,-0.76,"042600",NA,NA,NA,NA,9956,0.92,0,0,NA,NA,NA
"새빗켐",18990,-660,-3.36,"107600",NA,NA,NA,NA,10630,1.79,0,0,NA,NA,NA
"샌즈랩",9130,-380,-4,"411080",NA,NA,NA,NA,3274,2.79,0,0,NA,NA,NA
"샘씨엔에스",4740,5,0.11,"252990",60,79,173,27.47,2525,1.88,0,0,NA,NA,NA
"샤페론",2840,10,0.35,"378800",NA,NA,NA,NA,531,5.35,0,0,NA,NA,NA
"서남",2915,15,0.52,"294630",NA,NA,NA,NA,328,8.89,0,0,NA,NA,NA
"서린바이오",7720,110,1.45,"038070",335,23.04,NA,NA,9739,0.79,100,1.3,NA,NA,NA
"서부T&D",9160,-620,-6.34,"006730",533,17.19,168,54.63,15484,0.59,100,1.09,NA,NA,NA
"서산",1524,-6,-0.39,"079650",NA,NA,NA,NA,3501,0.44,0,0,NA,NA,NA
"서암기계공업",3515,-25,-0.71,"100660",31,113.39,NA,NA,5200,0.68,10,0.28,NA,NA,NA
"서연탑메탈",4000,-20,-0.5,"019770",805,4.97,NA,NA,7915,0.51,65,1.63,NA,NA,NA
"서울리거",1093,9,0.83,"043710",107,10.21,NA,NA,780,1.4,0,0,NA,NA,NA
"서울바이오시스",3115,-35,-1.11,"092190",157,19.84,NA,NA,857,3.63,0,0,NA,NA,NA
"서울반도체",7000,10,0.14,"046890",NA,NA,87,80.29,12115,0.58,0,0,NA,NA,NA
"서울옥션",8770,70,0.8,"063170",NA,NA,NA,NA,6395,1.37,0,0,NA,NA,NA
"서울전자통신",263,-3,-1.13,"027040",NA,NA,NA,NA,216,1.22,0,0,NA,NA,NA
"서울제약",3355,-10,-0.3,"018680",146,22.98,NA,NA,3445,0.97,0,0,NA,NA,NA
"서울평가정보",2285,-30,-1.3,"036120",80,28.56,NA,NA,806,2.83,60,2.63,NA,NA,NA
"서원인텍",5750,-40,-0.69,"093920",949,6.06,NA,NA,11587,0.5,350,6.09,NA,NA,NA
"서전기전",3830,-20,-0.52,"189860",112,34.2,NA,NA,3245,1.18,0,0,NA,NA,NA
"서진시스템",22350,-250,-1.11,"178320",1696,13.18,2682,8.33,15467,1.45,0,0,NA,NA,NA
"서진오토모티브",2300,-15,-0.65,"122690",54,42.59,NA,NA,4265,0.54,0,0,NA,NA,NA
"서플러스글로벌",2460,-5,-0.2,"140070",133,18.5,NA,NA,5535,0.44,0,0,NA,NA,NA
"서한",909,9,1,"011370",196,4.64,NA,NA,5346,0.17,30,3.3,NA,NA,NA
"서호전기",38800,600,1.57,"065710",2357,16.46,NA,NA,19516,1.99,2500,6.44,NA,NA,NA
"서희건설",1823,-22,-1.19,"035890",826,2.21,NA,NA,5175,0.35,45,2.47,NA,NA,NA
"석경에이티",57100,900,1.6,"357550",796,71.73,NA,NA,7332,7.79,0,0,NA,NA,NA
"선광",20100,100,0.5,"003100",4799,4.19,NA,NA,62885,0.32,450,2.24,NA,NA,NA
"선바이오",6960,-110,-1.56,"067370",NA,NA,NA,NA,2201,3.16,0,0,NA,NA,NA
"선샤인푸드",3810,0,0,"217620",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA
"선익시스템",38900,550,1.43,"171090",NA,NA,6498,5.99,5302,7.34,0,0,NA,NA,NA
"선진뷰티사이언스",11920,-110,-0.91,"086710",759,15.7,1058,11.26,6569,1.81,60,0.5,NA,NA,NA
"성광벤드",30650,-1250,-3.92,"014620",1494,20.52,1896,16.16,19533,1.57,200,0.65,NA,NA,NA
"성도이엔지",4690,-15,-0.32,"037350",1333,3.52,NA,NA,20638,0.23,200,4.26,NA,NA,NA
